,Time,Average Demand,Peak,Off Peak
0,2019-05-17 00:00:00,1619.0,0.0,1619.0
0,2019-12-05 00:00:00,1614.0,0.0,1614.0
0,2019-12-04 00:00:00,1425.0,0.0,1425.0
0,2019-12-03 00:00:00,1544.5,0.0,1544.5
0,2019-05-18 00:00:00,1529.5,0.0,1529.5
0,2019-03-27 00:00:00,1083.5,0.0,1083.5
0,2019-12-02 00:00:00,1415.0,0.0,1415.0
0,2019-05-19 00:00:00,1593.5,0.0,1593.5
0,2019-03-31 00:00:00,1438.91,0.0,1438.91
0,2019-03-30 00:00:00,1338.0,0.0,1338.0
0,2019-05-20 00:00:00,1800.0,0.0,1800.0
0,2019-03-29 00:00:00,1275.0,0.0,1275.0
0,2019-03-28 00:00:00,1157.5,0.0,1157.5
0,2019-12-01 00:00:00,1188.0,0.0,1188.0
0,2019-03-15 00:00:00,1716.5,0.0,1716.5
0,2019-12-31 00:00:00,1155.0,0.0,1155.0
0,2019-05-04 00:00:00,1438.0,0.0,1438.0
0,2019-04-15 00:00:00,1441.0,0.0,1441.0
0,2019-10-23 00:00:00,1656.0,0.0,1656.0
0,2019-04-16 00:00:00,1392.5,0.0,1392.5
0,2019-04-17 00:00:00,1434.0,0.0,1434.0
0,2019-10-22 00:00:00,1473.0,0.0,1473.0
0,2019-04-18 00:00:00,1422.0,0.0,1422.0
0,2019-04-19 00:00:00,1583.0,0.0,1583.0
0,2019-10-21 00:00:00,1389.5,0.0,1389.5
0,2019-04-20 00:00:00,1381.5,0.0,1381.5
0,2019-04-21 00:00:00,1466.0,0.0,1466.0
0,2019-10-20 00:00:00,1400.0,0.0,1400.0
0,2019-04-22 00:00:00,1627.5,0.0,1627.5
0,2019-04-23 00:00:00,1555.0,0.0,1555.0
0,2019-10-19 00:00:00,1382.18,0.0,1382.18
0,2019-04-24 00:00:00,1788.5,0.0,1788.5
0,2019-04-25 00:00:00,1469.5,0.0,1469.5
0,2019-10-18 00:00:00,1597.5,0.0,1597.5
0,2019-08-05 00:00:00,1602.5,0.0,1602.5
0,2019-10-14 00:00:00,1512.0,0.0,1512.0
0,2019-08-04 00:00:00,1857.5,0.0,1857.5
0,2019-08-03 00:00:00,1693.5,0.0,1693.5
0,2019-10-15 00:00:00,1576.5,0.0,1576.5
0,2019-08-02 00:00:00,1716.55,0.0,1716.55
0,2019-04-14 00:00:00,1459.0,0.0,1459.0
0,2019-08-01 00:00:00,1783.0,0.0,1783.0
0,2019-04-30 00:00:00,1551.5,0.0,1551.5
0,2019-04-29 00:00:00,1470.0,0.0,1470.0
0,2019-04-28 00:00:00,1407.0,0.0,1407.0
0,2019-10-17 00:00:00,1944.5,0.0,1944.5
0,2019-04-27 00:00:00,1473.5,0.0,1473.5
0,2019-04-26 00:00:00,1498.5,0.0,1498.5
0,2019-10-16 00:00:00,1914.5,0.0,1914.5
0,2019-10-24 00:00:00,1602.0,0.0,1602.0
0,2019-04-13 00:00:00,1512.0,0.0,1512.0
0,2019-04-12 00:00:00,1455.5,0.0,1455.5
0,2019-07-11 00:00:00,1750.0,0.0,1750.0
0,2019-10-31 00:00:00,1850.5,0.0,1850.5
0,2019-07-10 00:00:00,1704.0,0.0,1704.0
0,2019-07-09 00:00:00,1659.0,0.0,1659.0
0,2019-05-01 00:00:00,1555.0,0.0,1555.0
0,2019-07-08 00:00:00,1605.5,0.0,1605.5
0,2019-07-12 00:00:00,1797.0,0.0,1797.0
0,2019-07-07 00:00:00,1868.5,0.0,1868.5
0,2019-05-02 00:00:00,1569.0,0.0,1569.0
0,2019-07-05 00:00:00,1865.0,0.0,1865.0
0,2019-07-04 00:00:00,1756.36,0.0,1756.36
0,2019-05-03 00:00:00,1573.64,0.0,1573.64
0,2019-07-03 00:00:00,1825.5,0.0,1825.5
0,2019-07-02 00:00:00,1774.5,0.0,1774.5
0,2019-07-06 00:00:00,1998.0,0.0,1998.0
0,2019-07-01 00:00:00,1615.5,0.0,1615.5
0,2019-10-30 00:00:00,1803.82,0.0,1803.82
0,2019-04-02 00:00:00,1418.0,0.0,1418.0
0,2019-04-11 00:00:00,1444.5,0.0,1444.5
0,2019-10-25 00:00:00,1544.5,0.0,1544.5
0,2019-04-10 00:00:00,1434.0,0.0,1434.0
0,2019-04-09 00:00:00,1520.0,0.0,1520.0
0,2019-10-26 00:00:00,1613.0,0.0,1613.0
0,2019-04-08 00:00:00,1491.0,0.0,1491.0
0,2019-04-01 00:00:00,1400.5,0.0,1400.5
0,2019-04-07 00:00:00,1469.5,0.0,1469.5
0,2019-04-06 00:00:00,1410.5,0.0,1410.5
0,2019-04-05 00:00:00,1477.5,0.0,1477.5
0,2019-10-28 00:00:00,1700.0,0.0,1700.0
0,2019-04-04 00:00:00,1498.0,0.0,1498.0
0,2019-04-03 00:00:00,1480.5,0.0,1480.5
0,2019-10-29 00:00:00,1760.0,0.0,1760.0
0,2019-10-27 00:00:00,1519.5,0.0,1519.5
0,2019-08-06 00:00:00,1635.0,0.0,1635.0
0,2019-05-27 00:00:00,1527.0,0.0,1527.0
0,2019-03-13 00:00:00,1620.0,0.0,1620.0
0,2019-02-03 00:00:00,1448.5,0.0,1448.5
0,2019-02-04 00:00:00,1296.0,0.0,1296.0
0,2019-09-22 00:00:00,1721.5,0.0,1721.5
0,2019-02-05 00:00:00,1400.5,0.0,1400.5
0,2019-02-06 00:00:00,1324.5,0.0,1324.5
0,2019-09-21 00:00:00,1558.0,0.0,1558.0
0,2019-02-07 00:00:00,1324.0,0.0,1324.0
0,2019-02-08 00:00:00,1324.5,0.0,1324.5
0,2019-09-20 00:00:00,1565.0,0.0,1565.0
0,2019-02-09 00:00:00,1310.0,0.0,1310.0
0,2019-02-10 00:00:00,1370.5,0.0,1370.5
0,2019-09-19 00:00:00,1546.36,0.0,1546.36
0,2019-02-11 00:00:00,1320.55,0.0,1320.55
0,2019-02-12 00:00:00,1505.5,0.0,1505.5
0,2019-09-18 00:00:00,1559.0,0.0,1559.0
0,2019-02-13 00:00:00,1452.5,0.0,1452.5
0,2019-02-14 00:00:00,1451.5,0.0,1451.5
0,2019-09-13 00:00:00,1590.5,0.0,1590.5
0,2019-02-23 00:00:00,1385.0,0.0,1385.0
0,2019-02-22 00:00:00,1554.5,0.0,1554.5
0,2019-09-14 00:00:00,1591.0,0.0,1591.0
0,2019-02-21 00:00:00,1601.45,0.0,1601.45
0,2019-02-20 00:00:00,1613.0,0.0,1613.0
0,2019-09-23 00:00:00,1850.5,0.0,1850.5
0,2019-09-15 00:00:00,1630.5,0.0,1630.5
0,2019-02-18 00:00:00,1450.5,0.0,1450.5
0,2019-09-16 00:00:00,1689.5,0.0,1689.5
0,2019-02-17 00:00:00,1447.0,0.0,1447.0
0,2019-02-16 00:00:00,1320.5,0.0,1320.5
0,2019-02-15 00:00:00,1306.5,0.0,1306.5
0,2019-09-17 00:00:00,1568.5,0.0,1568.5
0,2019-02-19 00:00:00,1597.5,0.0,1597.5
0,2019-02-02 00:00:00,1422.0,0.0,1422.0
0,2019-02-01 00:00:00,1520.18,0.0,1520.18
0,2019-09-24 00:00:00,1938.0,0.0,1938.0
0,2019-09-30 00:00:00,1586.0,0.0,1586.0
0,2019-06-14 00:00:00,1434.0,0.0,1434.0
0,2019-06-13 00:00:00,1480.0,0.0,1480.0
0,2019-06-01 00:00:00,1292.5,0.0,1292.5
0,2019-06-12 00:00:00,1415.5,0.0,1415.5
0,2019-06-11 00:00:00,1477.0,0.0,1477.0
0,2019-06-15 00:00:00,1366.5,0.0,1366.5
0,2019-06-02 00:00:00,1359.5,0.0,1359.5
0,2019-06-09 00:00:00,1447.5,0.0,1447.5
0,2019-06-08 00:00:00,1523.0,0.0,1523.0
0,2019-06-03 00:00:00,1314.5,0.0,1314.5
0,2019-06-07 00:00:00,1392.5,0.0,1392.5
0,2019-06-06 00:00:00,1438.0,0.0,1438.0
0,2019-06-04 00:00:00,1218.0,0.0,1218.0
0,2019-06-10 00:00:00,1428.5,0.0,1428.5
0,2019-02-24 00:00:00,1318.5,0.0,1318.5
0,2019-06-16 00:00:00,1439.0,0.0,1439.0
0,2019-06-17 00:00:00,1483.5,0.0,1483.5
0,2019-06-27 00:00:00,1534.0,0.0,1534.0
0,2019-06-26 00:00:00,1544.5,0.0,1544.5
0,2019-06-25 00:00:00,1484.73,0.0,1484.73
0,2019-09-25 00:00:00,1788.0,0.0,1788.0
0,2019-06-24 00:00:00,1476.5,0.0,1476.5
0,2019-06-23 00:00:00,1558.5,0.0,1558.5
0,2019-09-29 00:00:00,1803.0,0.0,1803.0
0,2019-09-26 00:00:00,1828.5,0.0,1828.5
0,2019-06-21 00:00:00,1469.0,0.0,1469.0
0,2019-09-27 00:00:00,1738.0,0.0,1738.0
0,2019-06-20 00:00:00,1689.0,0.0,1689.0
0,2019-06-19 00:00:00,1433.5,0.0,1433.5
0,2019-09-28 00:00:00,1716.55,0.0,1716.55
0,2019-06-18 00:00:00,1444.0,0.0,1444.0
0,2019-06-22 00:00:00,1426.0,0.0,1426.0
0,2019-03-14 00:00:00,1579.5,0.0,1579.5
0,2019-02-25 00:00:00,1519.0,0.0,1519.0
0,2019-02-26 00:00:00,1568.5,0.0,1568.5
0,2019-01-23 00:00:00,1502.0,0.0,1502.0
0,2019-01-24 00:00:00,1476.0,0.0,1476.0
0,2019-11-06 00:00:00,1555.0,0.0,1555.0
0,2019-01-25 00:00:00,1441.0,0.0,1441.0
0,2019-01-26 00:00:00,1523.0,0.0,1523.0
0,2019-11-05 00:00:00,1671.0,0.0,1671.0
0,2019-01-27 00:00:00,1479.5,0.0,1479.5
0,2019-01-28 00:00:00,1350.5,0.0,1350.5
0,2019-11-04 00:00:00,1433.0,0.0,1433.0
0,2019-01-29 00:00:00,1423.0,0.0,1423.0
0,2019-01-30 00:00:00,1370.5,0.0,1370.5
0,2019-11-03 00:00:00,1470.0,0.0,1470.0
0,2019-01-31 00:00:00,1451.5,0.0,1451.5
0,2019-03-01 00:00:00,1648.0,0.0,1648.0
0,2019-03-02 00:00:00,1388.5,0.0,1388.5
0,2019-11-02 00:00:00,1367.0,0.0,1367.0
0,2019-03-03 00:00:00,1454.18,0.0,1454.18
0,2019-05-28 00:00:00,1296.0,0.0,1296.0
0,2019-03-12 00:00:00,1565.0,0.0,1565.0
0,2019-03-11 00:00:00,1657.0,0.0,1657.0
0,2019-05-29 00:00:00,1254.0,0.0,1254.0
0,2019-03-10 00:00:00,1456.0,0.0,1456.0
0,2019-03-09 00:00:00,1425.5,0.0,1425.5
0,2019-11-07 00:00:00,1586.5,0.0,1586.5
0,2019-05-30 00:00:00,1450.5,0.0,1450.5
0,2019-03-07 00:00:00,1612.5,0.0,1612.5
0,2019-05-31 00:00:00,1388.5,0.0,1388.5
0,2019-03-06 00:00:00,1480.5,0.0,1480.5
0,2019-03-05 00:00:00,1627.0,0.0,1627.0
0,2019-11-01 00:00:00,1825.5,0.0,1825.5
0,2019-03-04 00:00:00,1454.0,0.0,1454.0
0,2019-03-08 00:00:00,1685.5,0.0,1685.5
0,2019-01-22 00:00:00,1445.0,0.0,1445.0
0,2019-09-01 00:00:00,1433.0,0.0,1433.0
0,2019-01-21 00:00:00,1375.5,0.0,1375.5
0,2019-01-08 00:00:00,1444.0,0.0,1444.0
0,2019-01-07 00:00:00,1328.0,0.0,1328.0
0,2019-09-08 00:00:00,1533.0,0.0,1533.0
0,2019-01-06 00:00:00,1220.5,0.0,1220.5
0,2019-01-05 00:00:00,1341.82,0.0,1341.82
0,2019-01-04 00:00:00,1188.0,0.0,1188.0
0,2019-09-07 00:00:00,1458.5,0.0,1458.5
0,2019-09-09 00:00:00,1547.5,0.0,1547.5
0,2019-01-02 00:00:00,1211.0,0.0,1211.0
0,2019-09-10 00:00:00,1531.64,0.0,1531.64
0,2019-01-01 00:00:00,1162.5,0.0,1162.5
0,2019-02-28 00:00:00,1670.5,0.0,1670.5
0,2019-09-11 00:00:00,1619.0,0.0,1619.0
0,2019-02-27 00:00:00,1645.5,0.0,1645.5
0,2019-01-03 00:00:00,1214.5,0.0,1214.5
0,2019-09-12 00:00:00,1743.0,0.0,1743.0
0,2019-01-09 00:00:00,1395.5,0.0,1395.5
0,2019-09-06 00:00:00,1573.0,0.0,1573.0
0,2019-01-20 00:00:00,1446.5,0.0,1446.5
0,2019-01-19 00:00:00,1523.0,0.0,1523.0
0,2019-09-02 00:00:00,1407.5,0.0,1407.5
0,2019-01-18 00:00:00,1533.0,0.0,1533.0
0,2019-01-17 00:00:00,1516.0,0.0,1516.0
0,2019-09-03 00:00:00,1462.5,0.0,1462.5
0,2019-01-10 00:00:00,1353.0,0.0,1353.0
0,2019-01-16 00:00:00,1472.0,0.0,1472.0
0,2019-09-04 00:00:00,1463.0,0.0,1463.0
0,2019-01-14 00:00:00,1364.0,0.0,1364.0
0,2019-01-13 00:00:00,1422.5,0.0,1422.5
0,2019-09-05 00:00:00,1466.0,0.0,1466.0
0,2019-01-12 00:00:00,1412.0,0.0,1412.0
0,2019-01-11 00:00:00,1447.0,0.0,1447.0
0,2019-01-15 00:00:00,1598.5,0.0,1598.5
0,2019-10-13 00:00:00,1623.5,0.0,1623.5
0,2019-06-05 00:00:00,1237.64,0.0,1237.64
0,2019-08-23 00:00:00,1447.5,0.0,1447.5
0,2019-08-10 00:00:00,1689.0,0.0,1689.0
0,2019-08-09 00:00:00,1764.0,0.0,1764.0
0,2019-08-14 00:00:00,1987.5,0.0,1987.5
0,2019-08-07 00:00:00,0.0,0.0,0.0
0,2019-08-28 00:00:00,1613.0,0.0,1613.0
0,2019-08-08 00:00:00,0.0,0.0,0.0
0,2019-10-11 00:00:00,1641.5,0.0,1641.5
0,2019-08-21 00:00:00,1393.64,0.0,1393.64
0,2019-08-30 00:00:00,1532.5,0.0,1532.5
0,2019-08-19 00:00:00,1677.0,0.0,1677.0
0,2019-10-05 00:00:00,1498.0,0.0,1498.0
0,2019-08-26 00:00:00,1430.0,0.0,1430.0
0,2019-08-16 00:00:00,1783.0,0.0,1783.0
0,2019-10-07 00:00:00,1810.0,0.0,1810.0
0,2019-08-11 00:00:00,1629.82,0.0,1629.82
0,2019-10-04 00:00:00,1642.5,0.0,1642.5
0,2019-10-06 00:00:00,1426.0,0.0,1426.0
0,2019-08-18 00:00:00,1626.0,0.0,1626.0
0,2019-10-02 00:00:00,1774.5,0.0,1774.5
0,2019-08-27 00:00:00,1447.5,0.0,1447.5
0,2019-08-25 00:00:00,1429.0,0.0,1429.0
0,2019-08-12 00:00:00,1702.0,0.0,1702.0
0,2019-08-20 00:00:00,1470.0,0.0,1470.0
0,2019-08-29 00:00:00,1484.5,0.0,1484.5
0,2019-10-08 00:00:00,1686.0,0.0,1686.0
0,2019-08-13 00:00:00,2229.5,0.0,2229.5
0,2019-10-12 00:00:00,1519.5,0.0,1519.5
0,2019-08-31 00:00:00,1489.09,0.0,1489.09
0,2019-10-09 00:00:00,1648.0,0.0,1648.0
0,2019-10-10 00:00:00,1718.0,0.0,1718.0
0,2019-10-03 00:00:00,1632.5,0.0,1632.5
0,2019-08-24 00:00:00,1498.5,0.0,1498.5
0,2019-08-15 00:00:00,1738.5,0.0,1738.5
0,2019-08-22 00:00:00,1501.5,0.0,1501.5
0,2019-08-17 00:00:00,1804.0,0.0,1804.0
1,2019-07-09 01:00:00,1526.0,0.0,1526.0
1,2019-09-07 01:00:00,1415.0,0.0,1415.0
1,2019-05-01 01:00:00,1311.0,0.0,1311.0
1,2019-10-31 01:00:00,1703.5,0.0,1703.5
1,2019-07-08 01:00:00,1533.5,0.0,1533.5
1,2019-01-11 01:00:00,1448.0,0.0,1448.0
1,2019-01-07 01:00:00,1245.0,0.0,1245.0
1,2019-08-24 01:00:00,1465.5,0.0,1465.5
1,2019-01-09 01:00:00,1356.0,0.0,1356.0
1,2019-07-10 01:00:00,1593.5,0.0,1593.5
1,2019-07-11 01:00:00,1627.5,0.0,1627.5
1,2019-01-06 01:00:00,1250.5,0.0,1250.5
1,2019-01-10 01:00:00,1210.0,0.0,1210.0
1,2019-09-06 01:00:00,1519.0,0.0,1519.0
1,2019-09-04 01:00:00,1423.0,0.0,1423.0
1,2019-09-05 01:00:00,1444.5,0.0,1444.5
1,2019-08-23 01:00:00,1367.5,0.0,1367.5
1,2019-09-01 01:00:00,1370.0,0.0,1370.0
1,2019-05-04 01:00:00,1392.5,0.0,1392.5
1,2019-08-13 01:00:00,2075.0,0.0,2075.0
1,2019-07-02 01:00:00,1657.0,0.0,1657.0
1,2019-01-20 01:00:00,1229.5,0.0,1229.5
1,2019-07-03 01:00:00,1682.0,0.0,1682.0
1,2019-01-19 01:00:00,1321.0,0.0,1321.0
1,2019-09-02 01:00:00,1407.5,0.0,1407.5
1,2019-01-18 01:00:00,1430.5,0.0,1430.5
1,2019-05-03 01:00:00,1374.0,0.0,1374.0
1,2019-10-10 01:00:00,1601.0,0.0,1601.0
1,2019-07-04 01:00:00,1609.5,0.0,1609.5
1,2019-01-17 01:00:00,1289.0,0.0,1289.0
1,2019-09-03 01:00:00,1430.0,0.0,1430.0
1,2019-07-05 01:00:00,1752.5,0.0,1752.5
1,2019-01-16 01:00:00,1179.5,0.0,1179.5
1,2019-10-05 01:00:00,1390.0,0.0,1390.0
1,2019-01-15 01:00:00,1328.0,0.0,1328.0
1,2019-05-02 01:00:00,1349.5,0.0,1349.5
1,2019-09-08 01:00:00,1487.0,0.0,1487.0
1,2019-07-06 01:00:00,1873.5,0.0,1873.5
1,2019-01-14 01:00:00,1264.0,0.0,1264.0
1,2019-07-07 01:00:00,1735.0,0.0,1735.0
1,2019-01-13 01:00:00,1326.0,0.0,1326.0
1,2019-01-12 01:00:00,1314.0,0.0,1314.0
1,2019-08-12 01:00:00,1572.0,0.0,1572.0
1,2019-05-27 01:00:00,1454.5,0.0,1454.5
1,2019-08-25 01:00:00,1359.5,0.0,1359.5
1,2019-02-22 01:00:00,1390.5,0.0,1390.5
1,2019-04-08 01:00:00,1335.0,0.0,1335.0
1,2019-09-14 01:00:00,1551.0,0.0,1551.0
1,2019-02-21 01:00:00,1286.0,0.0,1286.0
1,2019-10-26 01:00:00,1533.5,0.0,1533.5
1,2019-10-11 01:00:00,1494.5,0.0,1494.5
1,2019-04-09 01:00:00,1303.5,0.0,1303.5
1,2019-02-20 01:00:00,1385.0,0.0,1385.0
1,2019-09-15 01:00:00,1555.5,0.0,1555.5
1,2019-04-10 01:00:00,1250.0,0.0,1250.0
1,2019-02-19 01:00:00,1364.5,0.0,1364.5
1,2019-02-18 01:00:00,1250.0,0.0,1250.0
1,2019-08-27 01:00:00,1458.0,0.0,1458.0
1,2019-02-17 01:00:00,1325.5,0.0,1325.5
1,2019-10-25 01:00:00,1487.5,0.0,1487.5
1,2019-09-16 01:00:00,1529.5,0.0,1529.5
1,2019-04-11 01:00:00,1313.5,0.0,1313.5
1,2019-02-16 01:00:00,1386.5,0.0,1386.5
1,2019-04-12 01:00:00,1296.0,0.0,1296.0
1,2019-02-15 01:00:00,1299.5,0.0,1299.5
1,2019-09-17 01:00:00,1436.0,0.0,1436.0
1,2019-02-14 01:00:00,1310.0,0.0,1310.0
1,2019-10-24 01:00:00,1483.5,0.0,1483.5
1,2019-04-13 01:00:00,1477.0,0.0,1477.0
1,2019-02-13 01:00:00,1331.5,0.0,1331.5
1,2019-02-23 01:00:00,1385.0,0.0,1385.0
1,2019-04-07 01:00:00,1392.5,0.0,1392.5
1,2019-10-27 01:00:00,1494.5,0.0,1494.5
1,2019-09-13 01:00:00,1444.5,0.0,1444.5
1,2019-10-30 01:00:00,1756.0,0.0,1756.0
1,2019-01-05 01:00:00,1266.5,0.0,1266.5
1,2019-01-04 01:00:00,1062.5,0.0,1062.5
1,2019-01-21 01:00:00,1261.0,0.0,1261.0
1,2019-09-09 01:00:00,1556.0,0.0,1556.0
1,2019-04-02 01:00:00,1235.5,0.0,1235.5
1,2019-01-03 01:00:00,1158.5,0.0,1158.5
1,2019-01-02 01:00:00,1130.0,0.0,1130.0
1,2019-09-10 01:00:00,1381.0,0.0,1381.0
1,2019-10-29 01:00:00,1623.5,0.0,1623.5
1,2019-01-01 01:00:00,1133.0,0.0,1133.0
1,2019-04-03 01:00:00,1285.5,0.0,1285.5
1,2019-07-12 01:00:00,1689.5,0.0,1689.5
1,2019-02-28 01:00:00,1483.5,0.0,1483.5
1,2019-09-11 01:00:00,1466.5,0.0,1466.5
1,2019-04-04 01:00:00,1282.5,0.0,1282.5
1,2019-02-27 01:00:00,1403.5,0.0,1403.5
1,2019-10-28 01:00:00,1526.5,0.0,1526.5
1,2019-02-26 01:00:00,1411.5,0.0,1411.5
1,2019-08-11 01:00:00,1624.5,0.0,1624.5
1,2019-04-05 01:00:00,1285.5,0.0,1285.5
1,2019-09-12 01:00:00,1627.0,0.0,1627.0
1,2019-04-06 01:00:00,1317.0,0.0,1317.0
1,2019-02-25 01:00:00,1374.0,0.0,1374.0
1,2019-02-24 01:00:00,1377.5,0.0,1377.5
1,2019-08-26 01:00:00,1411.0,0.0,1411.0
1,2019-10-04 01:00:00,1501.5,0.0,1501.5
1,2019-04-01 01:00:00,1268.0,0.0,1268.0
1,2019-01-25 01:00:00,1257.5,0.0,1257.5
1,2019-07-01 01:00:00,1554.5,0.0,1554.5
1,2019-03-23 01:00:00,1260.0,0.0,1260.0
1,2019-12-11 01:00:00,1459.0,0.0,1459.0
1,2019-03-22 01:00:00,1396.5,0.0,1396.5
1,2019-05-14 01:00:00,1451.5,0.0,1451.5
1,2019-08-16 01:00:00,1672.0,0.0,1672.0
1,2019-08-19 01:00:00,1575.5,0.0,1575.5
1,2019-05-24 01:00:00,1559.5,0.0,1559.5
1,2019-12-12 01:00:00,1470.0,0.0,1470.0
1,2019-03-21 01:00:00,1317.5,0.0,1317.5
1,2019-03-20 01:00:00,1353.0,0.0,1353.0
1,2019-12-13 01:00:00,1459.5,0.0,1459.5
1,2019-03-19 01:00:00,1341.5,0.0,1341.5
1,2019-05-23 01:00:00,1477.0,0.0,1477.0
1,2019-05-25 01:00:00,1275.5,0.0,1275.5
1,2019-03-18 01:00:00,1367.0,0.0,1367.0
1,2019-12-14 01:00:00,1404.0,0.0,1404.0
1,2019-03-17 01:00:00,1300.0,0.0,1300.0
1,2019-10-07 01:00:00,1642.5,0.0,1642.5
1,2019-05-26 01:00:00,1515.5,0.0,1515.5
1,2019-12-15 01:00:00,1306.5,0.0,1306.5
1,2019-03-16 01:00:00,1374.5,0.0,1374.5
1,2019-05-12 01:00:00,1377.5,0.0,1377.5
1,2019-03-15 01:00:00,1382.0,0.0,1382.0
1,2019-12-16 01:00:00,1122.0,0.0,1122.0
1,2019-03-14 01:00:00,1418.5,0.0,1418.5
1,2019-08-15 01:00:00,1545.0,0.0,1545.0
1,2019-05-13 01:00:00,1466.0,0.0,1466.0
1,2019-12-17 01:00:00,1129.5,0.0,1129.5
1,2019-12-10 01:00:00,1590.0,0.0,1590.0
1,2019-03-25 01:00:00,1211.0,0.0,1211.0
1,2019-10-08 01:00:00,1577.5,0.0,1577.5
1,2019-05-18 01:00:00,1459.5,0.0,1459.5
1,2019-12-04 01:00:00,1328.0,0.0,1328.0
1,2019-12-02 01:00:00,1264.5,0.0,1264.5
1,2019-12-01 01:00:00,1166.0,0.0,1166.0
1,2019-08-17 01:00:00,1735.0,0.0,1735.0
1,2019-05-19 01:00:00,1558.5,0.0,1558.5
1,2019-05-17 01:00:00,1547.0,0.0,1547.0
1,2019-12-05 01:00:00,1419.5,0.0,1419.5
1,2019-03-31 01:00:00,1384.5,0.0,1384.5
1,2019-12-06 01:00:00,1434.0,0.0,1434.0
1,2019-03-30 01:00:00,1327.5,0.0,1327.5
1,2019-03-24 01:00:00,1147.5,0.0,1147.5
1,2019-05-20 01:00:00,1635.5,0.0,1635.5
1,2019-03-29 01:00:00,1229.0,0.0,1229.0
1,2019-05-16 01:00:00,1544.0,0.0,1544.0
1,2019-03-28 01:00:00,1136.5,0.0,1136.5
1,2019-05-21 01:00:00,1638.0,0.0,1638.0
1,2019-06-05 01:00:00,1254.0,0.0,1254.0
1,2019-12-08 01:00:00,1352.5,0.0,1352.5
1,2019-03-27 01:00:00,1115.0,0.0,1115.0
1,2019-08-18 01:00:00,1594.0,0.0,1594.0
1,2019-03-26 01:00:00,1125.5,0.0,1125.5
1,2019-12-09 01:00:00,1480.5,0.0,1480.5
1,2019-05-22 01:00:00,1457.5,0.0,1457.5
1,2019-05-15 01:00:00,1423.5,0.0,1423.5
1,2019-12-07 01:00:00,1359.0,0.0,1359.0
