,Time,Average Demand,Peak,Off Peak
0,2018-01-19 00:00:00,1587.0,0.0,1587.0
0,2018-06-10 00:00:00,1616.0,0.0,1616.0
0,2018-01-18 00:00:00,1662.5,0.0,1662.5
0,2018-06-11 00:00:00,1519.0,0.0,1519.0
0,2018-01-17 00:00:00,1707.5,0.0,1707.5
0,2018-06-12 00:00:00,1567.64,0.0,1567.64
0,2018-01-16 00:00:00,1495.5,0.0,1495.5
0,2018-06-13 00:00:00,1788.5,0.0,1788.5
0,2018-01-15 00:00:00,1418.5,0.0,1418.5
0,2018-01-14 00:00:00,1470.0,0.0,1470.0
0,2018-06-14 00:00:00,1620.0,0.0,1620.0
0,2018-01-29 00:00:00,1609.0,0.0,1609.0
0,2018-01-13 00:00:00,1657.0,0.0,1657.0
0,2018-06-02 00:00:00,1601.5,0.0,1601.5
0,2018-06-01 00:00:00,1692.0,0.0,1692.0
0,2018-09-14 00:00:00,2040.5,0.0,2040.5
0,2018-09-16 00:00:00,2040.5,0.0,2040.5
0,2018-09-13 00:00:00,1997.0,0.0,1997.0
0,2018-09-17 00:00:00,2174.0,0.0,2174.0
0,2018-09-12 00:00:00,1923.0,0.0,1923.0
0,2018-09-11 00:00:00,2041.5,0.0,2041.5
0,2018-09-18 00:00:00,2203.0,0.0,2203.0
0,2018-09-10 00:00:00,1692.55,0.0,1692.55
0,2018-09-19 00:00:00,2210.73,0.0,2210.73
0,2018-09-09 00:00:00,1590.5,0.0,1590.5
0,2018-09-20 00:00:00,1847.0,0.0,1847.0
0,2018-09-08 00:00:00,1713.0,0.0,1713.0
0,2018-09-21 00:00:00,2001.5,0.0,2001.5
0,2018-09-07 00:00:00,1860.0,0.0,1860.0
0,2018-09-06 00:00:00,1997.0,0.0,1997.0
0,2018-09-22 00:00:00,1969.5,0.0,1969.5
0,2018-09-05 00:00:00,1879.0,0.0,1879.0
0,2018-09-23 00:00:00,1584.0,0.0,1584.0
0,2018-09-04 00:00:00,1814.0,0.0,1814.0
0,2018-09-24 00:00:00,1657.0,0.0,1657.0
0,2018-09-03 00:00:00,1652.5,0.0,1652.5
0,2018-09-02 00:00:00,1540.0,0.0,1540.0
0,2018-09-25 00:00:00,1804.5,0.0,1804.5
0,2018-09-01 00:00:00,1522.5,0.0,1522.5
0,2018-09-26 00:00:00,2052.5,0.0,2052.5
0,2018-01-31 00:00:00,1544.0,0.0,1544.0
0,2018-09-27 00:00:00,2092.0,0.0,2092.0
0,2018-01-30 00:00:00,1536.5,0.0,1536.5
0,2018-06-15 00:00:00,1638.0,0.0,1638.0
0,2018-01-12 00:00:00,1738.5,0.0,1738.5
0,2018-06-16 00:00:00,1649.0,0.0,1649.0
0,2018-08-24 00:00:00,1609.5,0.0,1609.5
0,2018-04-10 00:00:00,1399.5,0.0,1399.5
0,2018-08-23 00:00:00,1598.0,0.0,1598.0
0,2018-08-22 00:00:00,1635.0,0.0,1635.0
0,2018-04-11 00:00:00,1437.82,0.0,1437.82
0,2018-08-21 00:00:00,1669.09,0.0,1669.09
0,2018-04-12 00:00:00,1498.0,0.0,1498.0
0,2018-08-20 00:00:00,1590.0,0.0,1590.0
0,2018-04-13 00:00:00,1566.0,0.0,1566.0
0,2018-08-19 00:00:00,1551.0,0.0,1551.0
0,2018-04-14 00:00:00,1441.0,0.0,1441.0
0,2018-08-18 00:00:00,1735.0,0.0,1735.0
0,2018-08-17 00:00:00,1878.0,0.0,1878.0
0,2018-04-15 00:00:00,1448.5,0.0,1448.5
0,2018-08-16 00:00:00,1923.0,0.0,1923.0
0,2018-04-16 00:00:00,1418.5,0.0,1418.5
0,2018-08-15 00:00:00,2268.5,0.0,2268.5
0,2018-04-17 00:00:00,1505.0,0.0,1505.0
0,2018-08-14 00:00:00,2045.0,0.0,2045.0
0,2018-08-13 00:00:00,1998.5,0.0,1998.5
0,2018-04-18 00:00:00,1422.0,0.0,1422.0
0,2018-08-12 00:00:00,1994.5,0.0,1994.5
0,2018-04-19 00:00:00,1569.0,0.0,1569.0
0,2018-08-11 00:00:00,1971.27,0.0,1971.27
0,2018-04-20 00:00:00,1529.5,0.0,1529.5
0,2018-08-10 00:00:00,2135.5,0.0,2135.5
0,2018-04-21 00:00:00,1393.64,0.0,1393.64
0,2018-04-09 00:00:00,1396.5,0.0,1396.5
0,2018-08-25 00:00:00,1659.0,0.0,1659.0
0,2018-04-08 00:00:00,1396.0,0.0,1396.0
0,2018-08-26 00:00:00,1638.5,0.0,1638.5
0,2018-01-11 00:00:00,1616.5,0.0,1616.5
0,2018-01-10 00:00:00,1558.0,0.0,1558.0
0,2018-06-17 00:00:00,1649.5,0.0,1649.5
0,2018-01-09 00:00:00,1638.0,0.0,1638.0
0,2018-06-18 00:00:00,1550.5,0.0,1550.5
0,2018-01-08 00:00:00,1440.5,0.0,1440.5
0,2018-06-19 00:00:00,1954.5,0.0,1954.5
0,2018-01-07 00:00:00,1448.5,0.0,1448.5
0,2018-06-20 00:00:00,1756.0,0.0,1756.0
0,2018-01-06 00:00:00,1275.0,0.0,1275.0
0,2018-01-05 00:00:00,1299.5,0.0,1299.5
0,2018-06-21 00:00:00,1700.73,0.0,1700.73
0,2018-01-04 00:00:00,1216.91,0.0,1216.91
0,2018-08-08 00:00:00,2002.5,0.0,2002.5
0,2018-04-01 00:00:00,1306.5,0.0,1306.5
0,2018-04-02 00:00:00,1310.5,0.0,1310.5
0,2018-01-02 00:00:00,1313.5,0.0,1313.5
0,2018-04-03 00:00:00,1421.5,0.0,1421.5
0,2018-01-01 00:00:00,1306.5,0.0,1306.5
0,2018-08-31 00:00:00,1589.45,0.0,1589.45
0,2018-04-04 00:00:00,1441.0,0.0,1441.0
0,2018-08-30 00:00:00,1675.0,0.0,1675.0
0,2018-04-05 00:00:00,1374.5,0.0,1374.5
0,2018-08-29 00:00:00,1784.5,0.0,1784.5
0,2018-04-06 00:00:00,1385.5,0.0,1385.5
0,2018-08-28 00:00:00,1626.0,0.0,1626.0
0,2018-08-27 00:00:00,1609.5,0.0,1609.5
0,2018-04-07 00:00:00,1359.5,0.0,1359.5
0,2018-01-03 00:00:00,1317.5,0.0,1317.5
0,2018-05-24 00:00:00,1693.09,0.0,1693.09
0,2018-09-15 00:00:00,1922.5,0.0,1922.5
0,2018-12-06 00:00:00,1630.36,0.0,1630.36
0,2018-05-28 00:00:00,1484.0,0.0,1484.0
0,2018-12-03 00:00:00,1659.5,0.0,1659.5
0,2018-12-07 00:00:00,1598.0,0.0,1598.0
0,2018-12-09 00:00:00,1587.5,0.0,1587.5
0,2018-05-26 00:00:00,1602.5,0.0,1602.5
0,2018-12-08 00:00:00,1568.5,0.0,1568.5
0,2018-05-25 00:00:00,1558.0,0.0,1558.0
0,2018-05-31 00:00:00,1591.0,0.0,1591.0
0,2018-12-11 00:00:00,1754.0,0.0,1754.0
0,2018-12-10 00:00:00,1586.5,0.0,1586.5
0,2018-12-05 00:00:00,1631.0,0.0,1631.0
0,2018-12-02 00:00:00,1505.0,0.0,1505.0
0,2018-12-04 00:00:00,1677.5,0.0,1677.5
0,2018-05-29 00:00:00,1469.5,0.0,1469.5
0,2018-05-30 00:00:00,1588.5,0.0,1588.5
0,2018-05-27 00:00:00,1652.0,0.0,1652.0
1,2018-02-13 01:00:00,1346.0,0.0,1346.0
1,2018-08-21 01:00:00,1533.0,0.0,1533.0
1,2018-01-26 01:00:00,1590.5,0.0,1590.5
1,2018-05-05 01:00:00,1738.5,0.0,1738.5
1,2018-06-08 01:00:00,1529.5,0.0,1529.5
1,2018-01-21 01:00:00,1519.5,0.0,1519.5
1,2018-05-16 01:00:00,1724.0,0.0,1724.0
1,2018-04-12 01:00:00,1289.0,0.0,1289.0
1,2018-08-20 01:00:00,1576.5,0.0,1576.5
1,2018-11-05 01:00:00,1228.5,0.0,1228.5
1,2018-04-13 01:00:00,1415.0,0.0,1415.0
1,2018-06-07 01:00:00,1491.5,0.0,1491.5
1,2018-10-19 01:00:00,1356.5,0.0,1356.5
1,2018-01-22 01:00:00,1498.5,0.0,1498.5
1,2018-01-20 01:00:00,1512.5,0.0,1512.5
1,2018-10-26 01:00:00,1364.5,0.0,1364.5
1,2018-02-19 01:00:00,1505.5,0.0,1505.5
1,2018-08-24 01:00:00,1533.5,0.0,1533.5
1,2018-12-23 01:00:00,1224.5,0.0,1224.5
1,2018-04-10 01:00:00,1246.0,0.0,1246.0
1,2018-08-23 01:00:00,1631.0,0.0,1631.0
1,2018-06-10 01:00:00,1540.0,0.0,1540.0
1,2018-12-03 01:00:00,1426.0,0.0,1426.0
1,2018-05-15 01:00:00,1675.0,0.0,1675.0
1,2018-12-05 01:00:00,1378.5,0.0,1378.5
1,2018-01-19 01:00:00,1526.0,0.0,1526.0
1,2018-02-04 01:00:00,1418.5,0.0,1418.5
1,2018-08-22 01:00:00,1666.5,0.0,1666.5
1,2018-11-04 01:00:00,1433.5,0.0,1433.5
1,2018-04-11 01:00:00,1271.5,0.0,1271.5
1,2018-06-09 01:00:00,1554.5,0.0,1554.5
1,2018-12-22 01:00:00,1341.5,0.0,1341.5
1,2018-01-23 01:00:00,1648.5,0.0,1648.5
1,2018-06-06 01:00:00,1403.5,0.0,1403.5
1,2018-12-21 01:00:00,1195.5,0.0,1195.5
1,2018-08-15 01:00:00,2026.0,0.0,2026.0
1,2018-06-04 01:00:00,1511.5,0.0,1511.5
1,2018-01-27 01:00:00,1425.5,0.0,1425.5
1,2018-11-07 01:00:00,1537.0,0.0,1537.0
1,2018-02-12 01:00:00,1572.0,0.0,1572.0
1,2018-10-20 01:00:00,1508.0,0.0,1508.0
1,2018-04-17 01:00:00,1310.5,0.0,1310.5
1,2018-05-03 01:00:00,1746.5,0.0,1746.5
1,2018-06-03 01:00:00,1642.0,0.0,1642.0
1,2018-08-14 01:00:00,1901.5,0.0,1901.5
1,2018-12-19 01:00:00,1041.5,0.0,1041.5
1,2018-10-13 01:00:00,1455.5,0.0,1455.5
1,2018-08-13 01:00:00,1810.5,0.0,1810.5
1,2018-04-18 01:00:00,1264.5,0.0,1264.5
1,2018-05-18 01:00:00,1581.0,0.0,1581.0
1,2018-02-21 01:00:00,1743.0,0.0,1743.0
1,2018-01-28 01:00:00,1590.0,0.0,1590.0
1,2018-08-19 01:00:00,1580.0,0.0,1580.0
1,2018-04-16 01:00:00,1210.0,0.0,1210.0
1,2018-05-17 01:00:00,1814.0,0.0,1814.0
1,2018-08-18 01:00:00,1663.0,0.0,1663.0
1,2018-05-04 01:00:00,1875.5,0.0,1875.5
1,2018-01-18 01:00:00,1324.0,0.0,1324.0
1,2018-01-24 01:00:00,1586.5,0.0,1586.5
1,2018-04-14 01:00:00,1370.0,0.0,1370.0
1,2018-10-14 01:00:00,1386.0,0.0,1386.0
1,2018-02-20 01:00:00,1595.5,0.0,1595.5
1,2018-08-16 01:00:00,1792.0,0.0,1792.0
1,2018-11-06 01:00:00,1454.5,0.0,1454.5
1,2018-01-25 01:00:00,1461.5,0.0,1461.5
1,2018-10-24 01:00:00,1410.5,0.0,1410.5
1,2018-08-17 01:00:00,1756.5,0.0,1756.5
1,2018-06-05 01:00:00,1505.0,0.0,1505.0
1,2018-04-15 01:00:00,1359.0,0.0,1359.0
1,2018-12-20 01:00:00,1059.0,0.0,1059.0
1,2018-12-04 01:00:00,1360.0,0.0,1360.0
1,2018-05-31 01:00:00,1568.5,0.0,1568.5
1,2018-11-03 01:00:00,1425.5,0.0,1425.5
1,2018-08-25 01:00:00,1591.5,0.0,1591.5
1,2018-05-06 01:00:00,1767.5,0.0,1767.5
1,2018-06-18 01:00:00,1663.0,0.0,1663.0
1,2018-12-27 01:00:00,1192.0,0.0,1192.0
1,2018-01-09 01:00:00,1505.0,0.0,1505.0
1,2018-01-02 01:00:00,1292.5,0.0,1292.5
1,2018-10-16 01:00:00,1583.5,0.0,1583.5
1,2018-05-09 01:00:00,1788.0,0.0,1788.0
1,2018-06-17 01:00:00,1613.5,0.0,1613.5
1,2018-12-30 01:00:00,1195.5,0.0,1195.5
1,2018-05-12 01:00:00,1462.0,0.0,1462.0
1,2018-05-30 01:00:00,1544.0,0.0,1544.0
1,2018-04-03 01:00:00,1254.0,0.0,1254.0
1,2018-01-10 01:00:00,1403.0,0.0,1403.0
1,2018-05-25 01:00:00,1529.0,0.0,1529.0
1,2018-12-31 01:00:00,1097.5,0.0,1097.5
1,2018-01-11 01:00:00,1590.0,0.0,1590.0
1,2018-08-31 01:00:00,1501.5,0.0,1501.5
1,2018-01-01 01:00:00,1282.0,0.0,1282.0
1,2018-04-02 01:00:00,1158.0,0.0,1158.0
1,2018-10-17 01:00:00,1484.0,0.0,1484.0
1,2018-01-03 01:00:00,1203.0,0.0,1203.0
1,2018-12-07 01:00:00,1451.5,0.0,1451.5
1,2018-05-10 01:00:00,1879.5,0.0,1879.5
1,2018-01-06 01:00:00,1345.0,0.0,1345.0
1,2018-12-10 01:00:00,1360.5,0.0,1360.5
1,2018-02-16 01:00:00,1601.5,0.0,1601.5
1,2018-06-20 01:00:00,1738.5,0.0,1738.5
1,2018-01-07 01:00:00,1349.0,0.0,1349.0
1,2018-12-29 01:00:00,1181.0,0.0,1181.0
1,2018-12-28 01:00:00,1065.5,0.0,1065.5
1,2018-06-21 01:00:00,1522.5,0.0,1522.5
1,2018-05-27 01:00:00,1608.5,0.0,1608.5
1,2018-05-11 01:00:00,1807.0,0.0,1807.0
1,2018-01-04 01:00:00,1245.5,0.0,1245.5
1,2018-02-05 01:00:00,1515.5,0.0,1515.5
1,2018-04-01 01:00:00,1264.5,0.0,1264.5
1,2018-06-19 01:00:00,1937.0,0.0,1937.0
1,2018-01-08 01:00:00,1331.5,0.0,1331.5
1,2018-04-04 01:00:00,1261.5,0.0,1261.5
1,2018-06-11 01:00:00,1473.0,0.0,1473.0
1,2018-12-26 01:00:00,1148.0,0.0,1148.0
1,2018-10-25 01:00:00,1456.0,0.0,1456.0
1,2018-01-15 01:00:00,1356.0,0.0,1356.0
1,2018-04-07 01:00:00,1289.0,0.0,1289.0
1,2018-11-02 01:00:00,1501.5,0.0,1501.5
1,2018-01-16 01:00:00,1416.0,0.0,1416.0
1,2018-02-18 01:00:00,1559.0,0.0,1559.0
1,2018-02-06 01:00:00,1325.0,0.0,1325.0
1,2018-08-26 01:00:00,1620.0,0.0,1620.0
1,2018-06-13 01:00:00,1548.0,0.0,1548.0
1,2018-12-24 01:00:00,1087.0,0.0,1087.0
1,2018-06-12 01:00:00,1444.0,0.0,1444.0
1,2018-05-14 01:00:00,1753.0,0.0,1753.0
1,2018-04-08 01:00:00,1370.0,0.0,1370.0
1,2018-01-17 01:00:00,1526.5,0.0,1526.5
1,2018-06-02 01:00:00,1551.5,0.0,1551.5
1,2018-04-09 01:00:00,1240.0,0.0,1240.0
1,2018-02-14 01:00:00,1422.0,0.0,1422.0
1,2018-05-29 01:00:00,1433.5,0.0,1433.5
1,2018-05-07 01:00:00,1727.5,0.0,1727.5
1,2018-10-15 01:00:00,1375.0,0.0,1375.0
1,2018-08-27 01:00:00,1706.0,0.0,1706.0
1,2018-06-16 01:00:00,1615.5,0.0,1615.5
1,2018-01-12 01:00:00,1572.5,0.0,1572.5
1,2018-08-30 01:00:00,1742.0,0.0,1742.0
1,2018-04-05 01:00:00,1199.0,0.0,1199.0
1,2018-05-13 01:00:00,1436.5,0.0,1436.5
1,2018-05-08 01:00:00,1533.0,0.0,1533.0
1,2018-06-15 01:00:00,1620.0,0.0,1620.0
1,2018-01-13 01:00:00,1545.0,0.0,1545.0
1,2018-11-01 01:00:00,1529.5,0.0,1529.5
1,2018-02-15 01:00:00,1573.0,0.0,1573.0
1,2018-10-18 01:00:00,1473.0,0.0,1473.0
1,2018-08-29 01:00:00,1770.5,0.0,1770.5
1,2018-04-06 01:00:00,1224.5,0.0,1224.5
1,2018-12-25 01:00:00,1123.0,0.0,1123.0
1,2018-08-28 01:00:00,1677.5,0.0,1677.5
1,2018-06-14 01:00:00,1648.5,0.0,1648.5
1,2018-01-14 01:00:00,1447.5,0.0,1447.5
1,2018-02-17 01:00:00,1515.5,0.0,1515.5
1,2018-01-29 01:00:00,1466.5,0.0,1466.5
1,2018-01-05 01:00:00,1285.5,0.0,1285.5
1,2018-12-11 01:00:00,1490.5,0.0,1490.5
1,2018-11-11 01:00:00,1371.0,0.0,1371.0
1,2018-12-09 01:00:00,1483.5,0.0,1483.5
1,2018-09-05 01:00:00,1729.0,0.0,1729.0
1,2018-09-23 01:00:00,1498.0,0.0,1498.0
1,2018-08-06 01:00:00,1944.5,0.0,1944.5
1,2018-09-18 01:00:00,1898.0,0.0,1898.0
1,2018-10-31 01:00:00,1325.0,0.0,1325.0
1,2018-10-29 01:00:00,1487.0,0.0,1487.0
1,2018-12-13 01:00:00,1501.5,0.0,1501.5
1,2018-09-11 01:00:00,1749.0,0.0,1749.0
1,2018-09-04 01:00:00,1789.5,0.0,1789.5
1,2018-02-27 01:00:00,1839.0,0.0,1839.0
1,2018-10-08 01:00:00,1664.0,0.0,1664.0
1,2018-10-03 01:00:00,1796.0,0.0,1796.0
1,2018-12-16 01:00:00,1254.0,0.0,1254.0
1,2018-08-07 01:00:00,1995.0,0.0,1995.0
1,2018-09-24 01:00:00,1430.5,0.0,1430.5
1,2018-10-27 01:00:00,1407.5,0.0,1407.5
1,2018-10-12 01:00:00,1742.5,0.0,1742.5
1,2018-09-20 01:00:00,1645.0,0.0,1645.0
1,2018-09-12 01:00:00,1616.5,0.0,1616.5
1,2018-09-03 01:00:00,1663.0,0.0,1663.0
1,2018-10-01 01:00:00,1721.0,0.0,1721.0
1,2018-10-21 01:00:00,1346.0,0.0,1346.0
1,2018-12-08 01:00:00,1353.5,0.0,1353.5
1,2018-11-14 01:00:00,1272.0,0.0,1272.0
1,2018-05-23 01:00:00,1635.0,0.0,1635.0
1,2018-05-20 01:00:00,1645.5,0.0,1645.5
1,2018-10-02 01:00:00,1505.5,0.0,1505.5
1,2018-11-10 01:00:00,1392.5,0.0,1392.5
1,2018-02-23 01:00:00,1930.0,0.0,1930.0
1,2018-10-22 01:00:00,1339.5,0.0,1339.5
1,2018-12-14 01:00:00,1441.5,0.0,1441.5
1,2018-08-02 01:00:00,1952.0,0.0,1952.0
1,2018-09-09 01:00:00,1576.5,0.0,1576.5
1,2018-09-15 01:00:00,1757.5,0.0,1757.5
1,2018-05-22 01:00:00,1770.0,0.0,1770.0
1,2018-10-23 01:00:00,1325.0,0.0,1325.0
1,2018-10-05 01:00:00,1652.0,0.0,1652.0
1,2018-09-08 01:00:00,1699.0,0.0,1699.0
1,2018-08-03 01:00:00,1940.5,0.0,1940.5
1,2018-08-01 01:00:00,1966.0,0.0,1966.0
1,2018-11-12 01:00:00,1221.0,0.0,1221.0
1,2018-11-13 01:00:00,1324.0,0.0,1324.0
1,2018-09-07 01:00:00,1789.5,0.0,1789.5
1,2018-02-08 01:00:00,1375.0,0.0,1375.0
1,2018-09-21 01:00:00,1850.5,0.0,1850.5
1,2018-02-10 01:00:00,1448.0,0.0,1448.0
1,2018-10-07 01:00:00,1825.0,0.0,1825.0
1,2018-10-04 01:00:00,1721.5,0.0,1721.5
1,2018-09-19 01:00:00,1875.5,0.0,1875.5
1,2018-05-21 01:00:00,1601.0,0.0,1601.0
1,2018-08-04 01:00:00,1898.5,0.0,1898.5
1,2018-12-15 01:00:00,1306.5,0.0,1306.5
1,2018-09-10 01:00:00,1591.5,0.0,1591.5
1,2018-02-22 01:00:00,1891.0,0.0,1891.0
1,2018-02-28 01:00:00,1814.0,0.0,1814.0
